        nu  unc1  unc2 nu1' nu2' nu3' nu4' L3' L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"          E'        Calc'  Obs-Calc'          Source Method  BandMatch
7750.98299  0.01  0.01    1    1    0    2   0   2  11   6  s    E'   -6     0     0     0     0    0    0  10   5  s    E"    4 8745.756291  8746.401222  -0.644931  16BaYuTeBe.519     Br      False
8000.45178  0.01  0.01    0    1    2    0   2   0  11   9  a    E'   -7     0     0     0     0    0    0  10   8  a    E"    2 8854.358940  8854.624293  -0.265353  16BaYuTeBe.845     Br       True
7600.99053  0.01  0.01    1    1    0    2   0   2  11   1  a    E'   -8     0     0     0     0    0    0  11   2  a    E"    7 8885.955743  8885.521488   0.434255  16BaYuTeBe.241     Br      False
8232.90173  0.01  0.01    2    0    0    1   0   1  11  11  a    E'   -9     0     0     0     0    0    0  10  10  a    E"    1 8954.035719  8954.345315  -0.309596 16BaYuTeBe.1356     Br      False
7997.30799  0.01  0.01    0    1    2    0   2   0  11   6  s    E'  -10     0     0     0     0    0    0  10   5  s    E"    4 8992.081291  8992.762530  -0.681239  16BaYuTeBe.840     Br       True
8364.58425  0.01  0.01    1    0    0    3   0   1  11  11  a    E'  -11     0     0     0     0    0    0  10  10  a    E"    1 9085.718239  9083.363732   2.354507 16BaYuTeBe.1846     Br      False
8375.81801  0.01  0.01    1    0    1    1   1   1  11  11  a    E'  -12     0     0     0     0    0    0  10  10  a    E"    1 9096.951999  9097.189553  -0.237554 16BaYuTeBe.1877     Br      False
8034.47445  0.01  0.01    1    0    1    1   1   1  11  10  s    E'  -13     0     0     0     0    0    0  12  11  s    E"    1 9131.912161  9130.198129   1.714032  16BaYuTeBe.907     Br      False
8290.63452  0.01  0.01    1    2    0    2   0   2  11  10  s    E'  -14     0     0     0     0    0    0  10   8  a    E"    2 9144.541680  9146.021938  -1.480258 16BaYuTeBe.1560     Br      False
8090.12455  0.01  0.01    1    0    1    1   1   1  11   9  a    E'  -15     0     0     0     0    0    0  11   8  a    E"    3 9160.502201  9160.900456  -0.398255 16BaYuTeBe.1000     CD      False
8306.59696  0.01  0.01    1    0    1    1   1   1  11   9  a    E'  -15     0     0     0     0    0    0  10   8  a    E"    2 9160.504120  9160.900456  -0.396336 16BaYuTeBe.1615     CD      False
8358.27978  0.01  0.01    1    0    0    3   0   1  11   9  a    E'  -16     0     0     0     0    0    0  10   8  a    E"    2 9212.186940  9212.767946  -0.581006 16BaYuTeBe.1824     Br      False
8321.14921  0.01  0.01    1    0    1    1   1   1  11   8  s    E'  -17     0     0     0     0    0    0  10   7  s    E"    3 9229.114609  9229.300313  -0.185704 16BaYuTeBe.1683     Br       True
8401.03422  0.01  0.01    1    0    0    3   0   1  11   8  s    E'  -18     0     0     0     0    0    0  10   7  s    E"    3 9308.999619  9308.551608   0.448011 16BaYuTeBe.1963     Br      False
8352.50540  0.01  0.01    1    0    0    3   0   1  11   7  a    E'  -19     0     0     0     0    0    0  10   5  s    E"    4 9347.278701  9348.245305  -0.966604 16BaYuTeBe.1795     Br      False
7462.41824  0.01  0.01    1    1    1    0   1   0  12  11  s   A2"   -1     0     0     0     0    0    0  13  12  s   A2'    1 8731.490005  8731.838503  -0.348498   16BaYuTeBe.48     Br      False
7515.07385  0.01  0.01    1    1    0    2   0   2  12  10  a   A2"   -2     0     0     0     0    0    0  12   9  a   A2'    2 8759.446142  8758.903972   0.542170  16BaYuTeBe.110     Br      False
7808.10608  0.01  0.01    1    1    1    0   1   0  12  10  a   A2"   -3     0     0     0     0    0    0  11   9  a   A2'    1 8816.617924  8815.532928   1.084996  16BaYuTeBe.644     Br       True
7782.78467  0.01  0.01    1    1    0    2   0   2  12   4  a   A2"   -4     0     0     0     0    0    0  11   3  a   A2'    3 9050.073511  9048.011183   2.062328  16BaYuTeBe.591     Br      False
8006.14406  0.01  0.01    0    1    2    0   2   0  12   7  s   A2"   -5     0     0     0     0    0    0  11   6  s   A2'    2 9176.905007  9177.650253  -0.745246  16BaYuTeBe.854     Br       True
8028.22118  0.01  0.01    1    0    1    1   1   1  12  11  s   A2"   -6     0     0     0     0    0    0  13  12  s   A2'    1 9297.292945  9298.158544  -0.865599  16BaYuTeBe.899     Br       True
8311.45815  0.01  0.01    1    0    1    1   1   1  12  10  a   A2"   -7     0     0     0     0    0    0  11   9  a   A2'    1 9319.969994  9319.682584   0.287410 16BaYuTeBe.1644     Br      False
8336.09486  0.01  0.01    1    0    1    1   1   1  12   9  s   A2"   -8     0     0     0     0    0    0  11   9  a   A2'    1 9344.606704  9345.350096  -0.743392 16BaYuTeBe.1727     Br      False
8398.01463  0.01  0.01    1    0    0    3   0   1  12  10  a   A2"   -9     0     0     0     0    0    0  11   9  a   A2'    1 9406.526474  9403.722477   2.803997 16BaYuTeBe.1956     Br      False
8404.31481  0.01  0.01    0    0    2    1   2   1  12  12  a   A2"  -10     0     0     0     0    0    0  12  12  s   A2'    1 9416.322065  9413.920812   2.401253 16BaYuTeBe.1966     Br       True
8356.84158  0.01  0.01    1    0    0    3   0   1  12   8  a   A2"  -11     0     0     0     0    0    0  11   6  s   A2'    2 9527.602527  9529.619538  -2.017011 16BaYuTeBe.1814     Br      False
7433.15454  0.01  0.01    1    1    0    2   0   2  12  11  a   A2'   -1     0     0     0     0    0    0  13  12  a   A2"    1 8703.115415  8702.715543   0.399872   16BaYuTeBe.17     Br      False
7787.25435  0.01  0.01    1    1    1    0   1   0  12  10  s   A2'   -2     0     0     0     0    0    0  11   9  s   A2"    1 8795.063350  8795.992002  -0.928652  16BaYuTeBe.597     Br       True
7998.20419  0.01  0.01    0    1    2    0   2   0  12  10  s   A2'   -3     0     0     0     0    0    0  11   9  s   A2"    1 9006.013190  9006.564423  -0.551233  16BaYuTeBe.841     Br       True
8010.40404  0.01  0.01    0    1    2    0   2   0  12   7  a   A2'   -4     0     0     0     0    0    0  11   6  a   A2"    2 9181.639470  9181.140498   0.498972  16BaYuTeBe.867     Br      False
8275.18438  0.01  0.01    2    0    0    1   0   1  12  10  s   A2'   -5     0     0     0     0    0    0  11   9  s   A2"    1 9282.993380  9281.661959   1.331421 16BaYuTeBe.1499     CD      False
8013.03403  0.01  0.01    2    0    0    1   0   1  12  10  s   A2'   -5     0     0     0     0    0    0  13  12  a   A2"    1 9282.994905  9281.661959   1.332946  16BaYuTeBe.873     CD      False
8032.07436  0.01  0.01    1    0    1    1   1   1  12  11  a   A2'   -6     0     0     0     0    0    0  13  12  a   A2"    1 9302.035235  9304.420789  -2.385554  16BaYuTeBe.904     Br      False
8310.91885  0.01  0.01    1    0    1    1   1   1  12  10  s   A2'   -7     0     0     0     0    0    0  11   9  s   A2"    1 9318.727850  9317.726062   1.001788 16BaYuTeBe.1640     Br       True
8399.23863  0.01  0.01    1    0    0    3   0   1  12  10  s   A2'   -8     0     0     0     0    0    0  11   9  s   A2"    1 9407.047630  9405.778827   1.268803 16BaYuTeBe.1960     Br      False
8358.44378  0.01  0.01    1    0    1    1   1   1  12   7  a   A2'   -9     0     0     0     0    0    0  11   6  a   A2"    2 9529.679210  9530.328091  -0.648881 16BaYuTeBe.1825     Br      False
7796.66342  0.01  0.01    1    1    1    0   1   0  12  12  a    E"   -1     0     0     0     0    0    0  11  11  a    E'    1 8657.662652  8656.949079   0.713573  16BaYuTeBe.623     Br      False
7778.76939  0.01  0.01    1    1    1    0   1   0  12  11  s    E"   -2     0     0     0     0    0    0  11  10  s    E'    2 8716.728448  8718.426121  -1.697673  16BaYuTeBe.583     Br       True
8026.53888  0.01  0.01    1    0    1    1   1   1  12  12  a    E"   -3     0     0     0     0    0    0  13  13  a    E'    1 9203.793196  9204.542215  -0.749019  16BaYuTeBe.896     Br      False
8289.65663  0.01  0.01    1    0    1    1   1   1  12  11  s    E"   -4     0     0     0     0    0    0  11  10  s    E'    2 9227.615688  9229.148355  -1.532667 16BaYuTeBe.1555     Br      False
8373.59672  0.01  0.01    1    0    0    3   0   1  12  12  a    E"   -5     0     0     0     0    0    0  11  11  a    E'    1 9234.595952  9232.179809   2.416143 16BaYuTeBe.1871     Br      False
8386.08807  0.01  0.01    1    0    0    3   0   1  12  11  s    E"   -6     0     0     0     0    0    0  11  10  s    E'    2 9324.047128  9323.705159   0.341969 16BaYuTeBe.1918     Br      False
8542.22811  0.01  0.01    0    0    2    1   2   1  12  12  a    E"   -7     0     0     0     0    0    0  11  11  a    E'    1 9403.227342  9403.482393  -0.255051 16BaYuTeBe.2137     Br      False
8338.80135  0.01  0.01    1    0    1    1   1   1  12   8  a    E"   -8     0     0     0     0    0    0  11   7  a    E'    4 9463.368746  9463.873256  -0.504510 16BaYuTeBe.1738     Br      False
8553.19617  0.01  0.01    0    0    2    1   2   1  12  11  s    E"   -9     0     0     0     0    0    0  11  10  s    E'    2 9491.155228  9491.221148  -0.065920 16BaYuTeBe.2146     Br      False
7691.25020  0.01  0.01    1    1    0    2   0   2  12  12  s    E'   -1     0     0     0     0    0    0  11  11  s    E"    1 8551.251592  8554.712515  -3.460923  16BaYuTeBe.405     Br      False
7792.47394  0.01  0.01    1    1    1    0   1   0  12  12  s    E'   -2     0     0     0     0    0    0  11  11  s    E"    1 8652.475332  8655.755201  -3.279869  16BaYuTeBe.611     Br      False
7815.93525  0.01  0.01    1    1    1    0   1   0  12   9  a    E'   -3     0     0     0     0    0    0  11   8  a    E"    3 8886.312901  8886.119394   0.193507  16BaYuTeBe.655     Br       True
8008.99965  0.01  0.01    0    1    2    0   2   0  12  11  a    E'   -4     0     0     0     0    0    0  11  10  a    E"    2 8947.788679  8948.541678  -0.752999  16BaYuTeBe.865     Br       True
7769.26772  0.01  0.01    1    1    0    2   0   2  12   6  s    E'   -5     0     0     0     0    0    0  11   5  s    E"    5 8979.348876  8979.132516   0.216360  16BaYuTeBe.559     Br      False
8009.11575  0.01  0.01    0    1    2    0   2   0  12   9  a    E'   -6     0     0     0     0    0    0  11   8  a    E"    3 9079.493401  9078.566376   0.927025  16BaYuTeBe.866     Br      False
8241.09130  0.01  0.01    2    0    0    1   0   1  12  12  s    E'   -7     0     0     0     0    0    0  11  11  s    E"    1 9101.092692  9102.016047  -0.923355 16BaYuTeBe.1382     Br       True
8264.87192  0.01  0.01    1    0    1    1   1   1  12  12  s    E'   -8     0     0     0     0    0    0  11  11  s    E"    1 9124.873312  9125.479618  -0.606306 16BaYuTeBe.1469     Br      False
8287.89243  0.01  0.01    1    0    1    1   1   1  12  11  a    E'   -9     0     0     0     0    0    0  11  10  a    E"    2 9226.681459  9226.610476   0.070983 16BaYuTeBe.1545     Br      False
8373.23352  0.01  0.01    1    0    0    3   0   1  12  12  s    E'  -10     0     0     0     0    0    0  11  11  s    E"    1 9233.234912  9234.672074  -1.437162 16BaYuTeBe.1870     Br      False
8405.13111  0.01  0.01    1    0    0    3   0   1  12  11  a    E'  -11     0     0     0     0    0    0  11  10  a    E"    2 9343.920139  9344.202757  -0.282618 16BaYuTeBe.1968     Br      False
8107.43609  0.01  0.01    1    0    1    1   1   1  12  10  s    E'  -12     0     0     0     0    0    0  13  11  s    E"    2 9461.003182  9461.602027  -0.598845 16BaYuTeBe.1029     Br       True
8346.28862  0.01  0.01    1    0    1    1   1   1  12   8  s    E'  -13     0     0     0     0    0    0  11   7  s    E"    4 9470.324541  9469.967998   0.356543 16BaYuTeBe.1773     Br       True
8350.55430  0.01  0.01    0    0    2    1   2   1  12  12  s    E'  -14     0     0     0     0    0    0  13  13  s    E"    1 9526.702622  9526.433248   0.269374 16BaYuTeBe.1789     Br      False
7697.43858  0.01  0.01    1    1    0    2   0   2  13  13  s   A2"   -1     0     0     0     0    0    0  12  12  s   A2'    1 8709.445835  8705.248165   4.197670  16BaYuTeBe.418     Br      False
7777.08249  0.01  0.01    1    1    1    0   1   0  13  13  s   A2"   -2     0     0     0     0    0    0  12  12  s   A2'    1 8789.089745  8791.954345  -2.864600  16BaYuTeBe.579     Br       True
8248.51798  0.01  0.01    2    0    0    1   0   1  13  13  s   A2"   -3     0     0     0     0    0    0  12  12  s   A2'    1 9260.525235  9261.257547  -0.732312 16BaYuTeBe.1401     Br      False
8312.00454  0.01  0.01    1    0    1    1   1   1  13  13  s   A2"   -4     0     0     0     0    0    0  12  12  s   A2'    1 9324.011795  9324.941050  -0.929255 16BaYuTeBe.1646     Br      False
8549.54458  0.01  0.01    0    0    2    1   2   1  13  13  s   A2"   -5     0     0     0     0    0    0  12  12  s   A2'    1 9561.551835  9562.732503  -1.180668 16BaYuTeBe.2141     Br      False
7736.57344  0.01  0.01    1    1    0    2   0   2  13  13  a   A2'   -1     0     0     0     0    0    0  12  12  a   A2"    1 8749.628918  8752.997976  -3.369058  16BaYuTeBe.495     Br      False
7791.52614  0.01  0.01    1    1    0    2   0   2  13   7  a   A2'   -2     0     0     0     0    0    0  12   6  a   A2"    3 9197.088760  9199.059770  -1.971010  16BaYuTeBe.608     Br      False
8250.00237  0.01  0.01    2    0    0    1   0   1  13  13  a   A2'   -3     0     0     0     0    0    0  12  12  a   A2"    1 9263.057848  9262.928052   0.129796 16BaYuTeBe.1404     Br       True
8378.85780  0.01  0.01    1    0    1    1   1   1  13  13  a   A2'   -4     0     0     0     0    0    0  12  12  a   A2"    1 9391.913278  9390.911192   1.002086 16BaYuTeBe.1886     Br      False
8395.91254  0.01  0.01    1    0    0    3   0   1  13  13  a   A2'   -5     0     0     0     0    0    0  12  12  a   A2"    1 9408.968018  9406.647306   2.320712 16BaYuTeBe.1950     Br      False
8421.52825  0.01  0.01    1    0    0    3   0   1  13  10  s   A2'   -6     0     0     0     0    0    0  12   9  s   A2"    2 9665.295887  9668.259412  -2.963525 16BaYuTeBe.1997     Br      False
7795.69862  0.01  0.01    1    1    1    0   1   0  13  11  s    E"   -1     0     0     0     0    0    0  12  10  s    E'    2 8970.307518  8970.883999  -0.576481  16BaYuTeBe.618     Br       True
8007.36015  0.01  0.01    0    1    2    0   2   0  13  11  s    E"   -2     0     0     0     0    0    0  12  10  s    E'    2 9181.969048  9182.137147  -0.168099  16BaYuTeBe.859     Br      False
8340.61534  0.01  0.01    1    0    0    3   0   1  13  12  a    E"   -3     0     0     0     0    0    0  12  11  a    E'    1 9438.910152  9438.390461   0.519691 16BaYuTeBe.1748     Br      False
8317.15753  0.01  0.01    1    0    1    1   1   1  13  11  s    E"   -4     0     0     0     0    0    0  12  10  s    E'    2 9491.766428  9491.106359   0.660069 16BaYuTeBe.1669     Br      False
8396.14824  0.01  0.01    1    0    0    3   0   1  13   9  s    E"   -5     0     0     0     0    0    0  12  11  a    E'    1 9494.443052  9493.429640   1.013412 16BaYuTeBe.1951     Br      False
7715.56362  0.01  0.01    1    1    0    2   0   2  13  12  s    E'   -1     0     0     0     0    0    0  12  11  s    E"    1 8813.001331  8811.690600   1.310731  16BaYuTeBe.453     Br      False
7787.17645  0.01  0.01    1    1    1    0   1   0  13  12  s    E'   -2     0     0     0     0    0    0  12  11  s    E"    1 8884.614161  8884.105454   0.508707  16BaYuTeBe.596     Br      False
7759.20616  0.01  0.01    1    1    0    2   0   2  13  11  a    E'   -3     0     0     0     0    0    0  12  10  a    E"    2 8934.528606  8933.581458   0.947148  16BaYuTeBe.540     Br      False
8006.88395  0.01  0.01    0    1    2    0   2   0  13  12  s    E'   -4     0     0     0     0    0    0  12  11  s    E"    1 9104.321661  9105.352011  -1.030350  16BaYuTeBe.857     Br      False
8013.61843  0.01  0.01    1    0    1    1   1   1  13  13  a    E'   -5     0     0     0     0    0    0  14  14  a    E"    1 9367.162815  9366.714244   0.448571  16BaYuTeBe.875     Br      False
8395.14024  0.01  0.01    1    0    0    3   0   1  13  12  s    E'   -6     0     0     0     0    0    0  12  11  s    E"    1 9492.577951  9493.290559  -0.712608 16BaYuTeBe.1947     Br      False
8100.14792  0.01  0.01    1    0    1    1   1   1  13  12  s    E'   -7     0     0     0     0    0    0  14  13  s    E"    2 9552.958956  9553.326262  -0.367306 16BaYuTeBe.1018     Br      False
8410.21319  0.01  0.01    1    0    0    3   0   1  13  11  a    E'   -8     0     0     0     0    0    0  12  10  a    E"    2 9585.535636  9586.452246  -0.916610 16BaYuTeBe.1977     Br      False
7723.42269  0.01  0.01    1    1    0    2   0   2  14  13  s   A2"   -1     0     0     0     0    0    0  13  12  s   A2'    1 8992.494455  8988.473583   4.020872  16BaYuTeBe.468     Br      False
