C.1 	  C.2         	C.3       	C.4	  C.5         	 C.6     	C.7	 C.8     	  C.9         	C.10      	  C.11        	  C.12        	C.13              	C.14	C.15	C.16	C.17	C.18	C.19	C.20	C.21	C.22	C.23	C.24	C.25	C.26	C.27	C.28	C.29	C.30	C.31	C.32	C.33	C.34	C.35	C.36	C.37	C.38	C.39	C.40
152	  3933.99623	3.7323E-24	3	  3933.99629	 0.00006	3	 0.00006	  3933.97856	3.2069E-24	   357.58360	  4291.56220	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	5	4	3	6	66	0	0	0	0	0	0	0	1	6	4	3	3	2
153	  3934.44514	4.9915E-25	3	  3934.44362	 0.00107	5	-0.00152	  3934.54912	4.4931E-25	  1284.95600	  5219.50520	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	4	3	3	146	0	0	0	0	0	0	1	5	11	2	3	6	7
154	  3934.44515	7.1085E-25	3	  3934.44558	 0.00033	2	 0.00043	  3934.39136	6.3988E-25	   402.27780	  4336.66920	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	6	4	3	3	74	0	0	0	0	0	0	1	5	6	2	3	6	3
155	  3935.01841	1.7035E-23	3	  3935.01845	 0.00004	4	 0.00004	  3934.88011	1.7609E-23	  1230.88840	  5165.76850	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	4	3	5	5	55	0	1	0	0	0	0	1	5	5	3	4	2	3
156	  3935.30158	1.2168E-25	3																																				
157	  3935.59564	4.1561E-24	3	  3935.59564	 0.00001	4	 0.00000	  3935.53238	1.9653E-24	   165.33070	  4100.86310	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	3	2	3	2	24	0	0	0	0	0	0	0	1	4	3	5	5	1
158	  3935.74147	8.2866E-25	3	  3935.74178	 0.00060	4	 0.00031	  3935.66927	8.1434E-25	   184.55310	  4120.22240	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	3	0	2	3	40	0	0	0	0	0	0	1	5	4	2	3	6	2
159	  3935.80246	6.1887E-25	3	  3935.80401	 0.00071	2	 0.00155	  3935.75100	3.6967E-25	  1559.05860	  5494.80960	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	12	8	3	6	163	0	0	0	0	0	0	0	1	13	8	3	3	4
160	  3935.83772	1.0846E-24	3	  3935.83744	 0.00021	5	-0.00028	  3935.58691	1.1153E-24	  1052.10190	  4987.68880	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	4	3	2	67	0	0	0	0	0	0	0	1	10	3	5	5	3
161	  3936.02468	1.2377E-25	3																																				
162	  3936.25308	2.7272E-25	3																																				
163	  3936.35466	3.4952E-24	3	  3936.35479	 0.00016	5	 0.00013	  3936.15750	3.3297E-24	  1171.22880	  5107.38630	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	10	6	2	2	66	0	0	0	0	0	0	1	5	11	6	1	5	2
164	  3936.58483	2.3916E-25	3																																				
165	  3937.40163	2.6223E-25	3																																				
166	  3937.94225	3.0756E-24	3	  3937.94218	 0.00021	2	-0.00007	  3937.85677	3.2662E-24	   423.22060	  4361.07740	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	6	4	3	2	34	0	0	0	0	0	0	1	5	7	6	1	5	1
167	  3938.08461	1.0176E-23	3	  3938.08465	 0.00003	3	 0.00004	  3937.94819	1.0465E-23	  1249.40200	  5187.35020	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	4	2	3	3	103	0	1	0	0	0	0	1	5	5	2	3	6	8
168	  3938.44135	5.8740E-25	3	  3938.44126	 0.00057	6	-0.00009	  3938.38229	4.7262E-25	   888.49840	  4826.88070	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	8	3	5	5	59	0	0	0	0	0	0	0	1	9	0	2	2	4
169	  3938.55810	1.6490E-24	3	  3938.55803	 0.00007	3	-0.00007	  3938.54270	1.9302E-24	  1243.76280	  5182.30540	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	11	9	4	2	73	0	0	0	0	0	0	0	1	12	9	5	5	2
170	  3939.20122	4.4708E-24	3	  3939.20128	 0.00006	3	 0.00006	  3939.20849	4.7534E-24	   711.54510	  4650.75360	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	8	7	6	6	102	0	0	0	0	0	0	1	5	9	7	6	3	2
171	  3939.42410	8.0768E-25	3	  3939.42400	 0.00025	4	-0.00010	  3939.11267	6.8870E-25	  1444.46530	  5383.57800	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	11	5	6	6	157	0	0	0	0	0	0	1	5	12	5	6	3	5
172	  3939.87684	1.7412E-25	3	  3939.87612	 0.00013	2	-0.00072	  3939.70300	2.0034E-25	  1857.41440	  5797.11740	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	15	15	5	5	85	0	0	0	0	0	0	1	5	16	15	4	2	1
173	  3939.92015	1.0917E-23	3	  3939.92013	 0.00002	3	-0.00002	  3939.78444	1.1265E-23	  1260.49150	  5200.27590	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	4	1	6	6	100	0	1	0	0	0	0	1	5	5	1	6	3	8
174	  3940.50103	2.4125E-25	3																																				
175	  3940.60250	5.0559E-25	3																																				
176	  3940.65348	4.4265E-25	3																																				
177	  3940.75761	1.1538E-25	3																																				
178	  3940.83225	7.5943E-25	3																																				
179	  3941.13082	6.4615E-25	3	  3941.13081	 0.00002	3	-0.00001	  3941.07316	6.2208E-25	   283.61690	  4224.69000	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	5	4	3	3	62	0	0	0	0	0	0	1	5	5	2	3	6	3
180	  3941.24146	2.8531E-25	3																																				
181	  3941.70076	1.9091E-25	3																																				
182	  3941.74901	1.2461E-24	3	  3941.74895	 0.00001	2	-0.00006	  3941.69458	1.3977E-24	   937.95600	  4879.65050	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	10	10	3	6	120	0	0	0	0	0	0	0	1	11	10	3	3	2
183	  3941.82064	1.6993E-25	3																																				
184	  3941.90741	1.9720E-25	3																																				
185	  3942.01983	3.7132E-25	3																																				
186	  3942.12884	5.3706E-25	3	  3942.12908	 0.00020	5	 0.00024	  3942.27985	5.0476E-25	  1500.39190	  5442.67180	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	5	6	2	84	0	0	0	0	0	0	0	1	12	3	5	5	4
187	  3942.37915	2.9959E-24	3																																				
188	  3942.81277	6.1887E-25	3	  3942.81261	 0.00023	4	-0.00016	  3942.85085	5.7423E-25	  1295.53600	  5238.38680	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	10	1	6	6	148	0	0	0	0	0	0	1	5	11	1	6	3	8
189	  3943.16014	1.6867E-24	3																																				
190	  3943.37877	2.4567E-24	3	  3943.37892	 0.00006	2	 0.00015	  3943.35987	2.1372E-24	   324.36750	  4267.72740	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	5	5	6	3	63	0	0	0	0	0	0	0	1	6	5	6	6	1
191	  3943.41210	3.1258E-25	3																																				
192	  3943.42639	3.7342E-25	3	  3943.42675	 0.00035	4	 0.00036	  3943.45324	3.1455E-25	   758.99950	  4702.45270	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	8	3	4	2	49	0	0	0	0	0	0	1	5	9	6	1	5	2
193	  3943.78272	2.6014E-25	3																																				
194	  3943.83575	1.0783E-24	3	  3943.83465	 0.00007	6	-0.00110	  3943.87723	9.7130E-25	   856.65530	  4800.53250	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	8	5	6	5	58	0	0	0	0	0	0	1	5	9	3	4	2	3
195	  3943.92535	6.4662E-24	3	  3943.92536	 0.00003	4	 0.00001	  3943.80294	6.7206E-24	   955.64660	  4899.44950	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	9	6	2	2	65	0	0	0	0	0	0	1	5	10	6	1	5	2
196	  3944.00561	2.1315E-24	3	  3944.00560	 0.00001	3	-0.00001	  3943.93192	1.0428E-24	   119.23840	  4063.17030	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	2	1	6	5	17	0	0	0	0	0	0	0	1	3	0	2	2	2
197	  3944.42667	1.9448E-24	3	  3944.42673	 0.00005	4	 0.00006	  3944.19266	2.1582E-24	   856.17640	  4800.36910	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	8	4	3	2	51	0	0	0	0	0	0	0	1	9	3	5	5	3
198	  3944.45482	1.1245E-24	3	  3944.45556	 0.00001	3	 0.00074	  3944.24148	1.2558E-24	   496.03450	  4440.27590	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	6	5	6	6	79	0	0	0	0	0	0	0	1	7	4	3	3	3
199	  3944.56862	2.5594E-25	3	  3944.56834	 0.00082	5	-0.00028	  3944.48759	2.6347E-25	  1476.16390	  5420.65150	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	7	6	3	158	0	0	0	0	0	0	1	5	12	4	3	6	6
200	  3944.73578	1.8671E-25	3																																				
201	  3944.78052	1.7412E-25	3																																				
202	  3945.04843	4.6363E-25	3																																				
203	  3945.26227	1.6993E-25	3																																				
204	  3945.30323	2.1188E-25	3																																				
205	  3945.47238	1.0091E-24	3	  3945.47227	 0.00009	7	-0.00011	  3945.36814	1.0978E-24	  1210.50460	  5155.87280	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	10	5	6	6	139	0	0	0	0	0	0	1	5	11	5	6	3	5
206	  3945.72318	3.7132E-25	3																																				
207	  3945.91730	9.7459E-24	3	  3945.91788	 0.00042	4	 0.00058	  3945.90498	1.0827E-23	   297.64270	  4243.54770	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	4	0	1	5	30	0	0	0	0	0	0	0	1	5	0	2	2	2
208	  3945.95897	3.9020E-25	3	  3945.95880	 0.00028	2	-0.00017	  3945.22418	4.6464E-25	  2061.80520	  6007.02940	1300_00_sA1'<-0200	1	1	3	0	0	0	0	0	1	5	2	3	3	175	0	2	0	0	0	0	1	5	4	2	3	6	15
209	  3945.96524	1.5881E-24	3																																				
210	  3946.05307	6.6503E-25	3	  3946.05251	 0.00098	2	-0.00056	  3945.60172	6.9595E-25	  2072.35630	  6017.95800	1300_00_sA1'<-0200	1	1	3	0	0	0	0	0	1	5	1	6	6	178	0	2	0	0	0	0	1	5	4	1	6	3	15
211	  3946.15551	3.0000E-25	3	  3946.15466	 0.00044	5	-0.00085	  3945.88738	3.4828E-25	  1284.59810	  5230.48550	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	3	5	6	147	0	0	0	0	0	0	0	1	11	2	3	3	7
212	  3946.37968	9.2517E-25	3	  3946.37974	 0.00008	5	 0.00006	  3946.46892	9.1552E-25	  1070.35220	  5016.82110	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	4	3	3	127	0	0	0	0	0	0	1	5	10	2	3	6	6
213	  3946.53243	3.7552E-25	3	  3946.53252	 0.00008	3	 0.00009	  3946.47004	3.5513E-25	   184.55310	  4131.02320	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	4	4	3	3	51	0	0	0	0	0	0	1	5	4	2	3	6	2
214	  3946.55362	4.2587E-25	3																																				
215	  3946.86279	6.2543E-24	3	  3946.86291	 0.00013	3	 0.00012	  3946.84946	5.3262E-24	   293.96910	  4240.81850	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	4	1	6	3	54	0	0	0	0	0	0	0	1	5	1	6	6	4
216	  3947.11964	4.7583E-24	3	  3947.11985	 0.00005	2	 0.00021	  3947.21708	5.2341E-24	   533.66620	  4480.88330	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	7	7	6	6	86	0	0	0	0	0	0	1	5	8	7	6	3	2
217	  3947.62358	7.9510E-25	3	  3947.62404	 0.00073	2	 0.00046	  3946.84857	1.0113E-24	  2044.22020	  5991.06880	1300_00_sA1'<-0200	1	1	3	0	0	0	0	0	1	5	3	5	5	80	0	2	0	0	0	0	1	5	4	3	4	2	6
218	  3947.93575	2.7482E-25	3	  3947.93538	 0.00048	2	-0.00037	  3947.67652	3.3986E-25	  2019.60280	  5967.27940	1300_00_sA1'<-0200	1	1	3	0	0	0	0	0	1	5	4	3	3	170	0	2	0	0	0	0	1	5	4	4	3	6	14
219	  3948.22243	1.2441E-24	3																																				
220	  3948.42328	7.9150E-25	3	  3948.42332	 0.00006	4	 0.00004	  3948.35057	4.4442E-25	   115.53700	  4063.88760	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	2	0	1	3	30	0	0	0	0	0	0	0	1	3	1	6	6	2
221	  3948.42329	6.6850E-25	3	  3948.42486	 0.00031	2	 0.00157	  3948.37698	3.7472E-25	  1027.53040	  4975.90740	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	9	5	6	3	123	0	0	0	0	0	0	1	5	10	4	3	6	5
222	  3948.50219	3.2700E-25	3																																				
223	  3948.71730	5.4800E-25	3	  3948.71716	 0.00019	7	-0.00014	  3948.54590	5.9693E-25	  1210.50460	  5159.05050	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	8	3	6	140	0	0	0	0	0	0	1	5	11	5	6	3	5
224	  3949.23063	7.9090E-25	3																																				
225	  3949.75156	5.8409E-24	3	  3949.75161	 0.00005	3	 0.00005	  3949.73710	5.0102E-24	   282.93760	  4232.67470	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	4	2	3	6	54	0	0	0	0	0	0	0	1	5	2	3	3	3
226	  3949.77107	1.1538E-24	3	  3949.77161	 0.00021	4	 0.00054	  3949.70289	1.0678E-24	   712.35190	  4662.05480	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	8	2	3	2	47	0	0	0	0	0	0	1	5	8	0	1	5	3
227	  3950.16522	2.7272E-25	3	  3950.16478	 0.00031	5	-0.00044	  3950.11160	2.3513E-25	  1242.09930	  5192.21090	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	10	7	6	6	143	0	0	0	0	0	0	0	1	11	4	3	3	6
228	  3950.24419	1.8251E-25	3																																				
229	  3950.32167	1.6154E-25	3																																				
230	  3950.90987	6.9020E-25	3																																				
231	  3950.91642	3.2350E-24	3	  3950.91525	 0.00006	3	-0.00117	  3950.89617	4.0040E-24	  1007.80540	  4958.70160	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	10	9	4	2	59	0	0	0	0	0	0	0	1	11	9	5	5	1
232	  3951.05885	6.5873E-25	3	  3951.05880	 0.00002	2	-0.00005	  3950.96209	6.3540E-25	  1658.06560	  5609.02770	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	12	6	1	5	90	0	0	0	0	0	0	0	1	13	6	2	2	3
233	  3951.29335	5.0769E-25	3	  3951.29324	 0.00011	3	-0.00011	  3951.13354	5.9469E-25	  1267.28000	  5218.41350	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	10	3	5	5	75	0	0	0	0	0	0	1	5	11	3	4	2	3
234	  3951.39584	3.3986E-25	3	  3951.39567	 0.00018	5	-0.00017	  3951.11974	3.2747E-25	  1476.16390	  5427.28370	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	5	6	3	160	0	0	0	0	0	0	1	5	12	4	3	6	6
235	  3951.51981	8.3076E-25	3																																				
236	  3951.84451	1.1362E-23	3	  3951.84449	 0.00002	3	-0.00002	  3951.71329	1.6462E-23	  1132.23110	  5083.94440	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	3	3	5	5	36	0	1	0	0	0	0	1	5	4	3	4	2	2
237	  3951.93895	1.4685E-25	3																																				
238	  3952.17743	9.3996E-24	3	  3952.17818	 0.00008	4	 0.00075	  3952.10961	1.2153E-23	   758.99950	  4711.10910	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	8	6	2	2	50	0	0	0	0	0	0	1	5	9	6	1	5	2
239	  3952.18167	2.4483E-24	3																																				
240	  3953.05058	2.7399E-24	3	  3953.05067	 0.00018	6	 0.00009	  3953.14709	2.3609E-24	  1084.57540	  5037.72250	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	9	0	2	2	69	0	0	0	0	0	0	1	5	10	0	1	5	4
241	  3953.37707	2.2028E-24	3	  3953.37707	          	1	-0.00000	  3953.25765	2.2446E-24	   593.49960	  4546.75720	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	8	7	6	5	50	0	0	0	0	0	0	1	5	9	9	4	2	1
242	  3953.75181	1.9510E-25	3																																				
243	  3953.79126	5.8740E-25	3																																				
244	  3953.93768	2.3286E-25	3	  3953.93812	 0.00044	3	 0.00044	  3953.89179	3.2119E-25	  1890.85780	  5844.74960	0011_11_aA2"<-0100	1	0	0	1	1	1	1	1	5	9	6	1	5	110	0	1	0	0	0	0	0	1	10	6	2	2	5
245	  3953.95417	4.3426E-25	3	  3953.95396	 0.00022	6	-0.00021	  3953.81974	4.6317E-25	  1532.21200	  5486.03180	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	11	3	4	2	88	0	0	0	0	0	0	1	5	12	0	1	5	5
246	  3954.02045	7.5733E-25	3	  3954.02065	 0.00017	6	 0.00020	  3953.76612	8.0325E-25	  1069.94150	  5023.70770	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	9	3	4	6	130	0	0	0	0	0	0	0	1	10	2	3	3	6
247	  3954.04840	3.5015E-24	3	  3954.04839	 0.00001	4	-0.00001	  3953.83169	3.5515E-24	   679.28700	  4633.11860	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	7	4	3	2	51	0	0	0	0	0	0	0	1	8	3	5	5	2
248	  3954.25328	1.0028E-24	3	  3954.25350	 0.00020	6	 0.00022	  3954.28035	9.7088E-25	   679.83520	  4634.11560	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	7	5	6	5	45	0	0	0	0	0	0	1	5	8	3	4	2	2
249	  3954.71935	1.9510E-25	3																																				
250	  3954.75544	9.8676E-24	3	  3954.75558	 0.00001	3	 0.00014	  3954.74016	8.5921E-24	   264.51660	  4219.25670	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	4	3	4	2	24	0	0	0	0	0	0	0	1	5	3	5	5	1
251	  3954.81653	3.3483E-24	3	  3954.81646	 0.00009	4	-0.00007	  3954.63220	3.6162E-24	   995.26290	  4949.89510	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	9	5	6	6	123	0	0	0	0	0	0	1	5	10	5	6	3	4
252	  3954.95797	1.2518E-23	3	  3954.95799	 0.00002	3	 0.00002	  3954.82876	1.2706E-23	  1150.80440	  5105.63310	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	3	2	3	3	77	0	1	0	0	0	0	1	5	4	2	3	6	6
253	  3954.99988	9.9230E-25	3	  3954.99988	 0.00000	3	 0.00000	  3954.96050	9.3771E-25	  1358.86370	  5313.82420	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	11	7	6	3	150	0	0	0	0	0	0	0	1	12	7	6	6	4
254	  3955.09382	1.4916E-24	3	  3955.09418	 0.00073	8	 0.00036	  3955.14553	1.4352E-24	  1081.02200	  5036.16750	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	9	1	6	6	131	0	0	0	0	0	0	1	5	10	1	6	3	7
255	  3955.43770	2.4252E-24	3	  3955.43767	 0.00003	3	-0.00003	  3955.35672	2.3639E-24	   166.08740	  4121.44410	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	3	1	6	5	18	0	0	0	0	0	0	1	5	4	3	4	2	1
256	  3955.48892	1.4265E-25	3																																				
257	  3955.49953	9.1678E-25	3	  3955.49979	 0.00000	3	 0.00026	  3955.44135	8.6708E-25	   294.63050	  4250.07190	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	5	3	4	6	63	0	0	0	0	0	0	1	5	5	1	6	3	4
258	  3955.91414	2.2028E-25	3																																				
259	  3956.23006	3.2727E-25	3																																				
260	  3956.28547	8.3534E-25	3	  3956.28542	 0.00004	3	-0.00005	  3956.08119	8.8178E-25	   357.58360	  4313.66480	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	5	5	6	6	67	0	0	0	0	0	0	0	1	6	4	3	3	2
261	  3956.28548	3.9466E-25	3	  3956.28548	          	1	 0.00000	  3956.27908	4.1660E-25	  1829.98460	  5786.26360	0011_11_aA2"<-0100	1	0	0	1	1	1	1	1	5	8	0	1	5	117	0	1	0	0	0	0	0	1	9	0	2	2	8
262	  3956.61991	1.8231E-24	3	  3956.62001	 0.00008	5	 0.00010	  3956.39901	1.5028E-24	  1242.49690	  5198.89590	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	10	4	3	3	142	0	0	0	0	0	0	1	5	11	4	3	6	6
263	  3956.81091	1.4581E-23	3	  3956.81089	 0.00002	3	-0.00002	  3956.68290	1.4929E-23	  1161.93120	  5118.61410	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	3	1	6	6	78	0	1	0	0	0	0	1	5	4	1	6	3	6
264	  3957.26303	2.4335E-25	3	  3957.26184	 0.00018	3	-0.00119	  3957.19609	2.0178E-25	   325.12550	  4282.32160	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	5	1	6	6	65	0	0	0	0	0	0	1	5	6	5	6	3	1
265	  3957.42691	3.0502E-23	3	  3957.42678	 0.00009	2	-0.00013	  3957.29924	3.1201E-23	  1165.63720	  5122.93640	1200_00_sA1'<-0100	1	1	2	0	0	0	0	0	1	3	0	2	2	45	0	1	0	0	0	0	1	5	4	0	1	5	4
266	  3957.44928	4.0908E-25	3																																				
267	  3957.48276	1.3972E-24	3	  3957.48276	          	1	 0.00000	  3957.37399	1.3839E-24	   478.14520	  4435.51920	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	7	6	1	3	84	0	0	0	0	0	0	1	5	8	8	3	6	1
268	  3957.57519	2.9580E-25	3	  3957.57662	 0.00103	2	 0.00143	  3957.51332	2.5962E-25	   791.48480	  4748.99810	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	9	5	6	5	53	0	0	0	0	0	0	1	5	10	9	4	2	1
269	  3957.79768	5.6223E-25	3	  3957.79816	 0.00008	2	 0.00048	  3957.74411	6.5055E-25	   621.69100	  4579.43510	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	7	6	1	6	93	0	0	0	0	0	0	1	5	8	5	6	3	3
270	  3958.03701	3.9650E-25	3	  3958.03672	 0.00029	3	-0.00029	  3957.97766	4.3329E-25	   423.22060	  4381.19820	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	6	2	3	2	35	0	0	0	0	0	0	1	5	7	6	1	5	1
271	  3958.13669	2.1398E-25	3																																				
272	  3958.40197	1.7413E-24	3	  3958.40190	 0.00016	6	-0.00007	  3958.47029	1.5734E-24	   874.61340	  4833.08360	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	8	4	3	3	114	0	0	0	0	0	0	1	5	9	2	3	6	5
273	  3958.41794	8.4545E-25	3	  3958.41792	 0.00033	5	-0.00002	  3958.30914	8.3574E-25	  1500.75220	  5459.06140	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	4	3	5	77	0	0	0	0	0	0	1	5	12	3	4	2	4
274	  3958.63338	2.7062E-25	3	  3958.63429	 0.00070	5	 0.00091	  3958.74468	2.5590E-25	  1500.39190	  5459.13660	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	11	0	2	2	86	0	0	0	0	0	0	0	1	12	3	5	5	4
275	  3958.76375	2.8531E-25	3	  3958.76071	 0.00025	6	-0.00304	  3958.39039	2.6533E-25	  1752.62860	  5711.01900	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	4	3	5	95	0	0	0	0	0	0	1	5	13	3	4	2	4
276	  3958.77532	6.9859E-25	3	  3958.77619	 0.00006	4	 0.00087	  3958.70400	5.4433E-25	   105.18360	  4063.88760	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	2	0	1	3	30	0	0	0	0	0	0	1	5	3	2	3	6	1
277	  3958.85778	5.4045E-24	3	  3958.85762	 0.00028	2	-0.00016	  3958.79175	2.3562E-24	    85.86090	  4044.65260	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	2	2	3	2	11	0	0	0	0	0	0	0	1	3	3	5	5	1
278	  3958.94659	1.9091E-25	3																																				
279	  3958.99435	9.5873E-25	3	  3958.99430	 0.00006	3	-0.00005	  3959.09505	9.0375E-25	  1266.92940	  5226.02450	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	10	5	6	2	69	0	0	0	0	0	0	0	1	11	3	5	5	3
280	  3959.33834	2.3119E-24	3	  3959.33903	 0.00001	3	 0.00069	  3959.32881	2.2341E-24	  1069.76760	  5029.09640	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	10	8	3	6	130	0	0	0	0	0	0	0	1	11	8	3	3	3
281	  3959.67732	1.1119E-24	3	  3959.67744	 0.00003	2	 0.00012	  3959.66301	1.3057E-24	   831.45500	  4791.11810	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	8	4	3	3	111	0	0	0	0	0	0	1	5	9	4	3	6	4
282	  3959.75107	1.4853E-24	3																																				
283	  3960.30688	2.0203E-24	3	  3960.30725	 0.00034	4	 0.00037	  3960.21981	2.0940E-24	  1052.54460	  5012.76440	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	9	3	5	5	61	0	0	0	0	0	0	1	5	10	3	4	2	3
284	  3960.68705	7.6782E-25	3	  3960.68726	 0.00014	6	 0.00021	  3960.71991	6.0638E-25	   554.39340	  4515.11330	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	6	3	5	5	46	0	0	0	0	0	0	0	1	7	0	2	2	3
285	  3960.84969	1.7163E-23	3	  3960.84973	 0.00000	3	 0.00004	  3960.85038	1.7975E-23	   581.46850	  4542.31890	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	7	6	2	2	49	0	0	0	0	0	0	1	5	8	6	1	5	1
286	  3961.06436	9.1468E-25	3	  3961.06431	 0.00004	3	-0.00005	  3961.00369	7.2443E-25	   195.61170	  4156.61540	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	4	3	5	6	50	0	0	0	0	0	0	1	5	4	1	6	3	3
287	  3961.54082	1.4119E-24	3	  3961.54082	          	1	-0.00000	  3961.44220	1.5550E-24	   375.10360	  4336.54580	0301_01_sE'<-0000	1	0	3	0	1	0	1	0	3	6	5	6	6	72	0	0	0	0	0	0	1	5	7	7	6	3	1
288	  3961.93304	4.0069E-25	3																																				
289	  3962.09127	1.7727E-24	3	  3962.09122	 0.00007	4	-0.00005	  3962.03431	1.7697E-24	  1405.14480	  5367.17910	0102_00_aA2"<-0000	1	0	1	0	2	0	0	1	5	11	6	1	5	74	0	0	0	0	0	0	0	1	12	6	2	2	3
290	  3962.17823	3.4910E-24	3	  3962.17835	 0.00005	2	 0.00012	  3962.16276	2.8213E-24	   238.65180	  4200.81450	0400_00_aA2"<-0000	1	0	4	0	0	0	0	1	5	4	4	3	6	53	0	0	0	0	0	0	0	1	5	4	3	3	2
291	  3962.41303	4.8880E-25	3																																				
292	  3962.56499	1.9300E-25	3																																				
293	  3962.61036	7.8880E-25	3	  3962.60992	 0.00008	4	-0.00044	  3962.32814	6.0205E-25	  1295.18730	  5257.51550	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	10	2	3	3	149	0	0	0	0	0	0	0	1	11	1	6	6	8
